judul,harga,lokasi,kamar_tidur,kamar_mandi,luas_tanah,luas_bangunan,jumlah_garasi,daya_watt,jumlah_lantai,sertifikat_Hak_Pakai,sertifikat_Lainnya,sertifikat_PPJB,sertifikat_SHM,kota_Batu,kota_Gresik,kota_Jember,kota_Kediri,kota_Lumajang,kota_Madiun,kota_Malang,kota_Mojokerto,kota_Nganjuk,kota_Pamekasan,kota_Pasuruan,kota_Probolinggo,kota_Sidoarjo,kota_Situbondo,kota_Surabaya,kota_Trenggalek,kota_Tuban,kota_Tulungagung,kota_original,sertifikat_rumah_original
"Dijual Rumah Minimalis Modern Manyar Jaya. Dekat Its, Unair",4600000000,"Surabaya Kota, Surabaya",4,4,176,250,1,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Minimalis Modern Full Furnish,2000000000,"Citraland, Surabaya",2,2,105,100,1,3500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Cepat Rumah Griya Citra Asri Benowo Nego Tipis,900000000,"Benowo, Surabaya",2,2,72,131,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Dua Lantai Minimalis Modern Wonorejo,835000000,"Rungkut, Surabaya",3,1,100,75,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Minimalis Modern Mocca Dian Istana,3250000000,"Wiyung, Surabaya",3,3,105,160,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Banting Harga Dijual Rumah Minimalis 2 Lantai,1250000000,"Surabaya Kota, Surabaya",4,2,111,180,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Mewah 2 Lantai Daerah Sidoarjo,1100000000,"Sidoarjo, Sidoarjo",4,2,120,220,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Dijual Rumah Row Jalan Lebar Siap Huni Manukan Surabaya Barat,800000000,"Surabaya Kota, Surabaya",3,1,120,90,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Mewah Graha Family Siap Huni,8500000000,"Wiyung, Surabaya",4,3,351,400,1,13200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Manukan Minimalis Modern 2 Lantai,995000000,"Surabaya Kota, Surabaya",3,2,76,78,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Murah Via Lelang Rumah Citraland Cluster Depan,2500000000,"Citraland, Surabaya",4,2,210,300,2,3300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Via Lelang Rumah Bukit Palma D 02,484000000,"Citraland, Surabaya",3,1,120,100,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Via Lelang Rumah Pondok Indah Wiyung,600000000,"Wiyung, Surabaya",4,2,84,168,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Siap Huni Bulak Kalitinjang Baru Surabaya,1230000000,"Surabaya Kota, Surabaya",2,1,100,98,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Cepat Rumah 2 Lantai Siap Huni Gunung Anyar,575000000,"Rungkut, Surabaya",2,2,50,50,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"RUMAH MURAH SIDOARJO, CENDANI LIVING, WONOAYU",400000000,"Wonoayu, Sidoarjo",2,1,72,36,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
darmo sentosa,6650000000,"Mayjen Sungkono, Surabaya",3,4,330,275,1,7700,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Hunian Modern Dekat Kota Baru & Kampus Security 24 Jam, Harga di Bawah 500 Juta",440000000,"Karangploso, Malang",2,1,66,38,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Potensi Sewa Tinggi Tengah Kota Malang, Dekat Tol & Kampus",2350000000,"Sawojajar, Malang",3,2,127,200,1,4400,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Idaman di Jantung Kota Malang, Dekat SMA Dempo & Kayutangan",2500000000,"Malang Kota, Malang",4,4,201,300,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Terawat Cocok Untuk Pasangan Baru Lokasi Tenang Malang,500000000,"Pakis, Malang",2,1,90,41,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Skyland Sekarpuro Tipe Sky Light,431000000,"Pakis, Malang",2,1,60,36,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Sekarpuro Tipe Sky Brown,478000000,"Pakis, Malang",2,2,60,45,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Sekarpuro Tipe Sky Dance,556000000,"Pakis, Malang",2,2,60,60,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
SkyBriza Tipe Subsidi,166000000,"Pakis, Malang",2,1,60,30,1,1300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Pandanlandung Tipe Sky Pearl,459000000,"Wagir, Malang",2,1,60,45,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Arjuna Tipe Subsidi,166000000,"Karangploso, Malang",2,1,60,30,1,1300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
SkyBriza Tipe Sky Velo',280000000,"Pakis, Malang",2,1,60,36,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Savana Tipe 30,166000000,"Wagir, Malang",2,1,60,30,1,1300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Arjuna Tipe 36,275000000,"Karangploso, Malang",2,1,60,36,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Skyland Arjuna Tipe 45,427000000,"Karangploso, Malang",2,1,72,45,1,1300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
New Rumah Murah Exclusive,375000000,"Gedangan, Sidoarjo",2,1,72,36,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Usaha Terjangkau Di Sidoarjo,525000000,"Buduran, Sidoarjo",3,2,130,130,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
New Rumah Mewah Murah Luas Tinggal 2 Unitsaja,565000000,"Gedangan, Sidoarjo",2,1,105,39,2,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Mewah Modern Di Surabaya Timur,2200000000,"Gununganyar, Surabaya",4,3,74,138,2,2200,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Modern Eksklusif Di Sidoarjo,970000000,"Sidoarjo, Sidoarjo",2,2,72,57,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
[Stok Terakhir] - Rumah Minimalis Modern di Tenggilis Mejoyo,1400000000,"Tenggilis Mejoyo, Surabaya",3,2,51,74,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Perumahan Jember Subsidi Pusat Kota Murah Minimalis Viral,166000000,"Kaliwates, Jember",2,1,66,27,1,1300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jember,HGB
Perumahan Mojokerto Subsidi Viral Terlaris Dekat Sidoarjo,166000000,"Sidoarjo, Sidoarjo",2,1,66,27,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Perumahan Mojokerto Subsidi Terlaris Viral Garden Mansion,166000000,"Mojokerto, Mojokerto",2,1,66,27,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mojokerto,HGB
Dijual Rumah Grand Pakuwon Surabaya Hook With Private Pool On Progress,5950000000,"Tandes, Surabaya",5,5,308,510,3,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Araya 1 Galaxy Bumi Permai Surabaya Siap Huni Kawasan Elit,7000000000,"Sukolilo, Surabaya",5,4,375,550,1,7700,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
[Terbatas] - Rumah Baru Modern Minimalis Siap Huni di Ketintang,1350000000,"Ketintang, Surabaya",3,2,49,83,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Mewah di Perumahan Elit Araya, Blimbing Malang",7250000000,"Blimbing, Malang",6,6,540,600,1,5500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Minimalis Terawat di Villa Puncak Tidar, VPT Malang",1500000000,"Villa Puncak Tidar, Malang",2,1,136,125,1,2200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
"Rumah di Perumahan The Oz, Tidar Atas Malang",795000000,"Tidar, Malang",2,1,78,60,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Usaha Nol Jalan Raya Depan Rs Siti Hajar Sidoarjo,8000000000,"Sidoarjo, Sidoarjo",5,3,958,500,4,3500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Rumah Bagus Manyar Indah 12x21 Murah Dekat Kemana Mana,3200000000,"Sukolilo, Surabaya",1,6,252,225,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Termurah Citraland Woodland 135m2 Dekat Gwalk, Hdp Selatan. Rumah di Woodland - Citraland
Surabaya
jawa Timur, Sambikerep",2900000000,"Sambikerep, Surabaya",4,3,135,252,2,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Turun Harga Diraya Regency Sidoarjo Murah 600jt Aja Dekat Puskemas Sidodadi, Pas Sebelah Shaistanaya City, Safira Garden, Citra Sentosa Mandiri; Row Jalan 3 Mobil.. Murah Poll",600000000,"Candi, Sidoarjo",2,1,90,49,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
******** Lux 2 Lantai Raya Satelit Indag@. Sukomanunggal@surabaya Barat,300000000,"Sukomanunggal, Surabaya",4,3,412,500,1,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Termurah Grand Sunrise - Dekat Rs Eka Husada ~ Baru ~ Raya Bringkang - Menganti Gresik. Private Cluster, Aman, Nyaman, Modern .lt 6x12, Lb 78, 2 Lantai, Ktidur 2, Kmandi 2, Row Jalan 3 Mobil Strategis Dekat Tol Klbm Dan Tol Sumo. Rumah Shm Di Perum Grand",890000000,"Menganti, Gresik",2,2,72,78,2,3500,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Turun Harga! Dijual Rumah 1 Lantai Graha Puncak Anomsari Gresik,425000000,"Gresik, Gresik",2,1,72,72,1,900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,HGB
"Jual Murah Rumah Baru 8x18 District 9 Citraland Surabaya Rumah Bagus Di Citraland Surabaya, Kota Surabaya, Jawa Timur, Indonesia, 60211, Lakarsantri Rumah di Citraland  Surabaya, Lakarsantri, Lakarsantri, Kota Surabaya, Jawa Timur, Indonesia, 60211, Lakar",3790000000,"Lakarsantri, Surabaya",4,3,144,158,2,2200,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,PPJB
Dijual Rumah Pusat Kota Jl. Bromo Lokasi Strategis,12500000000,"Surabaya Kota, Surabaya",5,3,607,632,1,6600,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Modern 2 ******** Di Simpang Darmo Permai Selatan Xi, Lt 360m2, Lb 450m2, 4kt, Shm, Selatan, Murah Rumah 2 Lantai Shm Bagus Selatan",4500000000,"Sambikerep, Surabaya",4,4,360,450,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah 2 Lt Baru Renovasi Jl Dukuh Kupang Timur,2700000000,"Dukuh Kupang, Surabaya",3,4,180,255,2,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Murah Pojok Taman Pondok Jati. Dekat Tol Waru Lt. : 246 M² Pojok T + U. Lb : 130 M² / 1 Lantai. Kamar Tidur 3 Strategis Dekat:▪︎tol Waru Rp 1, 8 M Nego",1,"Sidoarjo, Sidoarjo",3,3,246,246,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Baru Dp 25 Jt Lgs Proses Kpr Hunian Elit Surabaya Barat Lt 470 M2 Lb 357 M2 * Kamar 4+1 * Kmandi 3+1 * Dekat Tol Satelit,12000000000,"Wiyung, Surabaya",4,3,470,357,2,4400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Rumah Bagus Daerah Kutisari Siap Huni,4800000000,"Surabaya Kota, Surabaya",5,4,400,400,2,9500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah 3 Kamar Tidur Siap Huni Area Janti Kota Malang,850000000,"Sukun, Malang",3,1,102,90,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Pakuwon City Lokasi Strategis,3000000000,"Pakuwon City, Surabaya",3,3,128,144,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dian Istana Rumah Baru Perum Elite
3kt 3 Km Fas Lap Basket. Lap Tenis Lt 151 Lb 260 One Gate System. 24 Jam Security",4420000000,"Wiyung, Surabaya",3,3,151,260,2,2200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Turun Harga Termurah Rumah Pojok 2 Lantai Citraland Villa Sentra Raya. Bagus Hgb Di Villa Sentra Raya, Jl. Balerina Lontar, Sambikerep, Sambikerep, Kota Surabaya, Jawa Timur, Indonesia, 60217, Sambikerep Rumah Di D, Villa Sentra Raya, Jl. Balerina Lontar,",4950000000,"Sambikerep, Surabaya",5,4,333,450,2,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Taman Pondok Legi ~ Waru. Hunian Selatan Surabaya Shm Murah Rumah SHM,580000000,"Waru, Sidoarjo",2,1,60,35,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Shm Murah Simpang Darmo Permai Selatan 8x18m2 Strategis Di Area Bisnis Pertokoan. Resto. Sekolah. Dekat Tol Satelit Rumah Shm,1500000000,"Dukuh Pakis, Surabaya",2,1,144,100,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Citraland The Green Lake Dijual Rumah Baru 2 Lantai Harga Rp 2 M An Fasilitas Oke Rumah Hgb Di Green Lake Citraland, Jl. Sepat Lidah Kulon, Lidah Kulon, Lakarsantri, Kota Surabaya, Jawa Timur, Indonesia, 60213, Lakarsantri",2,"Lakarsantri, Surabaya",4,3,90,113,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah 3 Kamar Tidur Dekat Rs Puri Bunda - Sulfat,1500000000,"Sulfat, Malang",3,2,142,120,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Besar Bangunan Lama Terawat Daerah Bunga Dekat Unibraw,4000000000,"Lowokwaru, Malang",4,3,469,300,1,3300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah 2 Lantai Cantik Dan Tenang Di Area Sulfat Malang,1400000000,"Sulfat, Malang",5,2,150,110,1,3500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Siap Huni Dengan Balkon Cantik Di Sulfat,745000000,"Sulfat, Malang",2,2,77,96,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Minimalis Full Furnished Siap Huni Daerah Dieng Malang,1200000000,"Dieng, Malang",2,1,110,54,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Besar 2 Lantai Dan Banyak Kamardi Graha Kencana,5000000000,"Blimbing, Malang",5,3,300,260,1,3500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Besar Bangunan Lama Di Pusat Kota Malang,17000000000,"Klojen, Malang",9,2,556,300,2,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Manyar Jaya Rumah Lux 1 Lantai 10 X 30 M² Bagus, Lingkungan Aman, Shm, Row Jln 3 Mobil, Jarang Ada. 1 Lantai Senior Tidak Perlu Naik Naik Tangga, Full Furnished Rumah Furnished Bagus SHM - Sertifikat Hak Milik di MANYAR JAYA Dekat UNTAG. UNITOMO.
SURABAYA",5600000000,"Sukolilo, Surabaya",3,2,30,30,2,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Siap Huni New Nirwana Anggaswangi Dekat Pusat Kota Free Biaya2,550000000,"Sukodono, Sidoarjo",2,1,90,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Maura Hill Rumah Murah Surabaya Barat di Dekat Patra Raya Cerme,280000000,"Benowo, Surabaya",1,1,60,25,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Kpr Murah Di Tulangan Sidoarjo Pilang Dekat Pt Young Tree,345000000,"Wonoayu, Sidoarjo",2,1,72,36,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Shaistanaya City Harga Perdana Termurah Rumah&ruko Mewah Sidodadi,598000000,"Candi, Sidoarjo",2,1,72,38,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah 2 Lantai Lingkungan Mewah Tanpa Dp Ada Kolam Dekat Surabaya,875000000,"Sukodono, Sidoarjo",3,2,72,60,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Java Residence Rumah Murah Krian Wonoayu Taman Sidoarjo Kpr Dp 0,375000000,"Krian, Sidoarjo",2,1,90,36,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Perumtas Rumah Murah Wonoayu Krian Tulangan Sidoarjo Bisa Kpr Dp0,304000000,"Wonoayu, Sidoarjo",2,1,91,40,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
"Rumah Mewah Sidoarjo Murah, Shojiland Tipe Baru, Lihat Pasti Suka",938000000,"Candi, Sidoarjo",3,2,78,150,2,2200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
Rumah Mimimalis Modern Harga Ramah Siap Huni Dalam Perumahan,430000000,"Sukun, Malang",2,1,72,34,1,1300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Rumah Gaya Modern Kontemporer Siap Huni Full Furnished Untuk Pasangan Muda,1070000000,"Araya, Malang",1,2,30,59,1,2200,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
"Rumah Baru Hasbanna Land Juanda. Damarsi. Buduran. Sidoarjo. Start 299 Jt Cukup Utj 1 Juta. Rumah Bagus Hgb Di Buduran, Sidoarjo, Jawa Timur, Indonesia, Buduran",299000000,"Buduran, Sidoarjo",1,1,72,27,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,HGB
"Manyar Jaya Rumah 1 Lantai, Bagus, Shm, 10x30 M², Full Furnished, Jarang Ada, Row Jln 3 Mobil, Dekat Untag, Unitomo, Ubaya Ngagel. Rumah Bangun Sendiri. Lingkungan One Gate Sistem.",5600000000,"Sukolilo, Surabaya",3,2,30,30,2,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Griya Taman Asri Rumah Baru Shm 498 Jt Dekat Palapa Sepanjang. Lotte Mastrip Rumah Bagus SHM di Griya Taman Asri, Tawangsari, Taman, Sidoarjo, Jawa Timur, Sidoarjo, Taman, Tawangsari, Sidoarjo, 61257, Waru",498000000,"Waru, Sidoarjo",2,1,60,30,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"Griya Taman Asri~ Sepanjang 498 Jt Rumah Baru Bisa K P R Dekat Tol Waru Gunung Rumah SHM di Griya Taman Asri, Tawangsari, Taman, Sidoarjo, Jawa Timur, Sidoarjo, Taman, Tawangsari, Sidoarjo, 61257, Taman Bagus",498000000,"Taman, Sidoarjo",2,1,60,30,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"Rukos Baru Joyoagung Malang, Murah, Design Interior,  Cocok Untuk Kost, Dekat 5 Kampus",2100000000,"Lowokwaru, Malang",15,15,87,217,2,11000,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Taman Hunian Satelit 2, Lokasi Premium One Gate Sistem, Menghadap Jalan Kembar, Jl. Sukomanunggal Indah Surabaya Barat. Shm. Luas Tanah 450 M² = 15x30,  Luas Bangunan ± 500 M² Hadap Timur. Ktidur 4 + 1, Ktidur Utama Di Lantai 1. Ex Rumah Contoh. Sangat Te",9250000000,"Sukomanunggal, Surabaya",4,3,450,450,2,7700,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Graha Natura Rumah Cozy 2 Lantai, 10x20 Dgn Swpool, 4 Kt, Row Jalan Lebar, Di Cluster Lily By The Lake, Surabaya Barat. Fasilitas Club House, Commercial Area, Skul, Klinik, Minimarket, Dll",5140000000,"Sambikerep, Surabaya",4,3,200,224,2,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Woodland Citraland Termurah Baru Renov Rumah 2 Lantai Lt 135 M2 (9×15) Lb 252 M2, Kt 4+1, Km 3, Hgb, Semi Furnished, Kitchen Set Cantik. Hadap Selatan. Bagus Hgb",2900000000,"Citraland, Surabaya",4,3,135,252,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Citraland Grand Eastwood Rumah 2 Lantai Murah 209m2 Dekat Radial Road Rumah di 11 Perumahan Citraland Grand Eastwood, Citraland Grand Eastwood Residence Blok  EW11, Sambikerep, Sambikerep, Kota Surabaya, Jawa Timur, Indonesia, 60217, Sambikerep",3500000000,"Sambikerep, Surabaya",4,3,209,257,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Jual Murah Telaga Road Citraland Utama Depan Superindo,13100000000,"Citraland, Surabaya",4,4,480,300,2,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Strategis Raya Darmo Harapan Surabaya Barat,4890000000,"Sukomanunggal, Surabaya",5,3,330,127,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dijual Termurah Rumah Northwest Park, Citraland",800000000,"Citraland, Surabaya",2,1,72,42,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Somerset Baru Selesai Full Renovasi Lokasi strategis,3600000000,"Citraland, Surabaya",4,3,171,261,1,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah 2 Lantai Nyaman Dan Strategis Daerah Citraland Rumah Shm Di Northwest Park Bagus,1800000000,"Citraland, Surabaya",3,2,105,105,1,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah 2lantai Sedati Dekat Juanda Dan Gedangan,1100000000,"Sedati, Sidoarjo",3,2,96,74,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
