judul,harga,lokasi,kamar_tidur,kamar_mandi,luas_tanah,luas_bangunan,jumlah_garasi,daya_watt,jumlah_lantai,sertifikat_Hak_Pakai,sertifikat_Lainnya,sertifikat_PPJB,sertifikat_SHM,kota_Batu,kota_Gresik,kota_Jember,kota_Kediri,kota_Lumajang,kota_Madiun,kota_Malang,kota_Mojokerto,kota_Nganjuk,kota_Pamekasan,kota_Pasuruan,kota_Probolinggo,kota_Sidoarjo,kota_Situbondo,kota_Surabaya,kota_Trenggalek,kota_Tuban,kota_Tulungagung,kota_original,sertifikat_rumah_original
Dijual Rumah 2 Lantai Minimalis Di Sukodono Sidoarjo,600000000,"Krian, Sidoarjo",2,1,39,105,1,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Dijual Rumahdi Perumahan Graha Naila Ds Pidodo Sumput Gresik,400000000,"Gresik, Gresik",2,1,70,50,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
Rumah Serasa Villa Di Kawasan Dingin Pandaan Prigen,229000000,"Pandaan, Pasuruan",2,1,48,38,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pasuruan,SHM
"Rumah Bagus Di Lokasi Strategis Kawasan Sekolah, Bisnis, Kuliner, Akses Mudah Di Jantung Kota Malang",18000000000,"Klojen, Malang",5,3,640,494,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Dekat Dengan Pusat Pendidikan Di Sedati,475000000,"Candi, Sidoarjo",2,1,36,72,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Dijual Rumah Baru Murah Di Sukodono Sidoarjo,410000000,"Sukodono, Sidoarjo",2,1,36,75,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Dijual Cepat Rumah Mewah Cicilan 2 Jutaan Di Shaistanaya Sidoarjo,620000000,"Waru, Sidoarjo",2,1,36,78,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Dijual Rumah Di Perumahan Graha Mandiri 2 Anggaswangi,549000000,"Sidoarjo, Sidoarjo",2,1,90,90,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah New Hook Khusus Di Citra Garden Sidoarjo,3190000000,"Sidoarjo, Sidoarjo",4,4,150,170,3,3500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Hot Listing... Rumah Bagus 2½ Lantai Siap Huni Pakuwon City,7200000000,"Pakuwon City, Surabaya",3,3,324,500,2,10000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Tropodo Dian Regency Jl. Nusantarashm Sidoarjo,850000000,"Waru, Sidoarjo",2,1,96,66,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Lelang Rumah International Village Ii Citraland Surabaya Dekat Gwalk Pusat Kuliner,2600000000,"Citraland, Surabaya",4,3,210,300,2,4400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Rumah Graha Green Garden depan Dian Istana,2350000000,"Wiyung, Surabaya",4,4,100,120,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Jual Rumah Baru, Shm, Jalan Raya Bebas Banjir Tanpa Dp Rumah SHM",390000000,"Cerme, Gresik",2,1,72,36,1,1300,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gresik,SHM
"Rumah Dalam Perumahan One Gate System, Dekat Kuliner Sulfat, Kantor2 Dan Fasilitas Umum Lainnya",1750000000,"Blimbing, Malang",3,2,185,110,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Bagus Semi Furnished SHM di Ikan - Ikan Blimbing, Malang",1550000000,"Blimbing, Malang",3,2,100,134,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Jual Murah Rumah 2 Lantai Semi Furnished SHM di Sawojajar, Malang",850000000,"Kedungkandang, Malang",4,3,122,160,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Mewah Pakuwon City di Cluster San Diego, Perumahan Pakuwon City, Jl. Kalisari Permai I, Kalisari, Mulyorejo, Kota Surabaya, Jawa Timur, Indonesia, 60112, Surabaya Kota",4500000000,"Surabaya Kota, Surabaya",3,2,229,200,2,5500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah 0 Jalan Raya Sukodono Sidoarjo,652000000,"Candi, Sidoarjo",2,1,80,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
"[For Investors] Bisnis Kos 3 Lt - 14 Kamar - Area Kampus UPN , Sekitar MERR",2350000000,"Gununganyar, Surabaya",16,16,90,240,1,1300,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Hunian Minimalis Modern Siap Huni Di Green Orchids,1400000000,"Lowokwaru, Malang",2,2,75,120,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Modern Siap Huni Suasana Ubud Bali,1190000000,"Malang Kota, Malang",3,3,84,73,1,2200,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
"Rumah Pakuwon City Zimbali Costa 2lt Furnished, Harga 2.1m",2100000000,"Pakuwon City, Surabaya",2,2,60,70,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Modern Minimalis Siap Huni Di Araya Dekat Binus,983000000,"Araya, Malang",2,1,78,56,1,2200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Dijual Rumah Modern 2 Lantai Siap Huni Di Araya,1900000000,"Araya, Malang",4,3,144,180,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
GRESS Rumah Kualitas TERBAIK Strategis Di Jl. Sutorejo Tengah,1570000000,"Mulyorejo, Surabaya",3,3,75,115,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
The New Grand Signature of Luxury Home Bukit Golf International,9900000000,"Citraland, Surabaya",5,6,300,525,1,4400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Exclusive Full Furnished Dalam Cluster Dekat Dengan Tengah Kota,4000000000,"Lowokwaru, Malang",4,3,144,155,2,4400,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Cepat Rumah Hook Gaya Klasik Modern Di Tengah Kota,2500000000,"Lowokwaru, Malang",5,2,190,232,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Cepat Rumah Minimalis Modern Area Kota Malang One Gate System,525000000,"Sukun, Malang",3,1,78,100,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Vila Aktif Jadi Pilihan Passive Income,880000000,"Lowokwaru, Malang",2,1,137,51,1,1300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Dijual Rumah Mewah 2 Lantai Gaya Modern Dalam Cluster,3280000000,"Lowokwaru, Malang",4,3,140,144,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Megah Estetik2 Lantai Di Araya,3800000000,"Araya, Malang",5,3,424,550,2,3500,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Jadikan Pilihan Rumah Minimalis Posisi Hook Dalam Cluster One Gate Dekat Dengan Fasum,1900000000,"Dieng, Malang",3,2,197,80,1,2200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Dijual Cepat Rumah Modern Minimalis Siap Huni Dekat Ub2,1150000000,"Dau, Malang",2,1,105,60,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Gress Araya 2 American Classic Mewah Hook Dimensi 10,3500000000,"Galaxy, Surabaya",4,3,140,190,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Rumah di Manyar Luas dan Lokasi Strategis dekat Pusat Kota,4750000000,"Manyar, Surabaya",5,3,300,460,3,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Jual Cepat BU, SHM Rumah Baru Manyar Rejo Lokasi Strategis",4150000000,"Manyar, Surabaya",4,4,250,165,2,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Baru Gress Citraland Utama Internasional Village,4050000000,"Citraland, Surabaya",5,5,150,230,2,3300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Pakuwon City 2 Lantai Butuh Renovasi,1950000000,"Pakuwon City, Surabaya",4,2,112,150,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Dijual Rumah Baru Minimalis Dharmahusada Mas 2,5 Lantai",3500000000,"Dharma Husada, Surabaya",4,3,120,200,2,7700,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,Lainnya
Murah Hitung Tanah 11.5jt-an/m2 Citraland International Village,2900000000,"Citraland, Surabaya",4,2,251,200,3,5500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Mojoklanggru Wetan Siap Huni,7500000000,"Gubeng, Surabaya",3,2,648,400,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Citraland Mewah 3 Lantai Ada Pool,11500000000,"Citraland, Surabaya",4,4,210,400,4,5500,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Citraland Woodland Baru Gress Siap Huni,5800000000,"Citraland, Surabaya",4,4,210,335,2,4400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Rumah Citraland Greenwood 3 Lantai Siap Huni,6500000000,"Citraland, Surabaya",5,5,180,380,2,3500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Margorejo Indah Surabaya Dekat Bandara Juanda,13000000000,"Wonocolo, Surabaya",6,5,754,530,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Gress Panjang Jiwo Permai Surabaya,3200000000,"Tenggilis Mejoyo, Surabaya",5,4,180,260,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Medokan Asri Tengah Medokan Ayu Surabaya,3000000000,"Rungkut, Surabaya",4,3,325,225,2,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Kutisari Indah Surabaya dekat Univ Petra,1600000000,"Kutisari, Surabaya",4,3,190,100,2,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual RUMAH BARU modern minimalis 2 lantai Pakuwon City MURAH BAGUS  Zimbali Costa,2100000000,"Pakuwon City, Surabaya",3,2,72,140,2,3300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Graha Famili di Kawasan Elit Surabaya Barat - Include Furnish & Lift,11700000000,"Wiyung, Surabaya",4,3,240,332,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Graha Famili, Baru Gress Minimalis Include Furnish dan Lift",13800000000,"Wiyung, Surabaya",4,4,288,410,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Baru Gress 2 Lantai Dekat Unair Dan Its One Gate Sistem,2300000000,"Kenjeran, Surabaya",3,3,80,120,1,3300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Ala Villa Di Pakuwon City With Private Pool,11000000000,"Pakuwon City, Surabaya",5,4,450,550,2,10000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Jual Rumah Baru Deket Araya Dan Binus Malang,420000000,"Pakis, Malang",2,1,60,42,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Graha Natura Surabaya 2 Lantai Hadap Utara,3500000000,"Sambikerep, Surabaya",3,2,160,190,1,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Jual Cepat Rumah Baru Butuh Uang Nego Poll,450000000,"Malang Kota, Malang",2,1,72,45,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Mewah Harga Murah,688000000,"Gedangan, Sidoarjo",2,2,90,56,2,1300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Siap Huni Saxophone Lowokwaru Malang,800000000,"Lowokwaru, Malang",2,1,80,52,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah SHM Gedangan, Sidoarjo Terenovasi, Akses dekat Bandara",990000000,"Gedangan, Sidoarjo",3,2,25,15,1,3300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Gress Minimalis 2 Lt Murah Baruk Rungkut,1700000000,"Rungkut, Surabaya",4,3,91,150,2,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Termurah Rumah Mewah Classic 2 Lt Marmer Pakuwon Indah Vbr,14500000000,"Pakuwon Indah, Surabaya",4,5,450,750,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Termurah Rumah Gress Minimalis 2.5 Lt Lux Pakuwon City,4350000000,"Pakuwon City, Surabaya",4,4,169,290,1,4400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Mewah Minimalis 2 Lt Murah Royal Residence,6500000000,"Wiyung, Surabaya",5,4,375,450,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Minimalis 2 Lt Murah Royal Residence Raya dekat Citraland Prambanan,4600000000,"Wiyung, Surabaya",4,3,240,270,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Minimalis 2 Lt Murah Mewah Pakuwon City Dekat Araya,4500000000,"Pakuwon City, Surabaya",4,3,180,214,2,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah 2 Lantai Darmo Permai Surabaya Barat Dekat Pakuwon Mall,3400000000,"Darmo permai, Surabaya",4,4,147,190,2,3300,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Minimalis 2 Lantai Baru Gress Nirwana Eksekutif Surabaya,1800000000,"Rungkut, Surabaya",3,3,98,150,1,2200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Modern Minimalis Baru Gress Citraland Utama Surabaya Barat,6800000000,"Citraland, Surabaya",4,4,210,350,2,5500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Minimalis 2 Lantai Siap Huni Citraland Utama Surabaya Barat,2200000000,"Citraland, Surabaya",3,2,128,160,1,3500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Rumah Minimalis Siap Huni Murah Citraland Utama Surabaya Barat,4980000000,"Citraland, Surabaya",4,3,180,250,2,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Lokasi Strategis Dekat G-Walk Citraland Surabaya Barat,10000000000,"Citraland, Surabaya",4,3,330,395,2,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Rumah Mediterania Istimewa Siap Huni Pakuwon Indah Surabaya Barat,10000000000,"Pakuwon Indah, Surabaya",6,5,450,500,2,13900,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Mewah Classic Modern Siap Huni Villa Bukit Mas Surabaya Barat,12000000000,"Mayjen Sungkono, Surabaya",5,5,450,620,2,13200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Mewah Minimalis Semi Furnished Interior Citraland Utama Surabaya,10500000000,"Citraland, Surabaya",4,5,288,450,2,6600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
Dijual Cepat Rumah Esklusif Luas 345m2 Di Graha Famili Surabaya,16000000000,"Surabaya Kota, Surabaya",5,5,345,600,2,4400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Siap Pakai di Villa Kusuma Pesanggrahan, Batu",775000000,"Batu, Batu",2,1,112,78,1,1300,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Batu,SHM
"Rumah Mewah 2 Lantai di Main Road Araya, Blimbing Kotamadya Malang",5500000000,"Araya, Malang",4,4,375,500,1,3300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Murah, Rumah Siap Huni di Riverfront, Kedungkandang Malang",699000000,"Kedungkandang, Malang",2,1,84,46,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Minimalis Terawat Siap Huni di Area Golf Perumahan Elite Araya, Blimbing Malang",1900000000,"Blimbing, Malang",2,1,200,150,2,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Baru Gress Daerah Merjosari, Lowokwaru Malang Kota",850000000,"Lowokwaru, Malang",2,1,63,40,1,3500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,HGB
Rumah SUPER MEWAH Pakuwon Indah Villa Bukit Regency 1,35000000000,"Sambikerep, Surabaya",5,5,799,1150,1,23000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Siap Huni Semi Furnish di Cluster Nieuw Indie Araya, Blimbing Malang",4980000000,"Araya, Malang",4,4,240,350,1,4400,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Terawat di Private Cluster Jalan Bunga - bunga, Lowokwaru Kota Malang",2500000000,"Lowokwaru, Malang",3,2,246,200,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
RUMAH MEWAH MINIMALIS TROPICAL LIKE NEW PAKUWON INDAH,13500000000,"Pakuwon Indah, Surabaya",4,4,375,750,3,16500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Terawat Siap Huni Row Jalan Lebar di Araya, Blimbing Malang",1800000000,"Araya, Malang",4,1,200,100,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
RUMAH MINIMALIS TROPICAL CITRALAND UTAMA,10000000000,"Citraland, Surabaya",4,3,330,395,2,5500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Siap Huni Full Furnished di Austinville, Dau Malang",2500000000,"Dau, Malang",3,2,168,124,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Dijual Rumah Wellington Park Murah dekat Pondok Tjandra,900000000,"Waru, Sidoarjo",3,2,72,90,2,3500,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sidoarjo,SHM
Rumah Baru Siap Huni Mulyosari Prima Surabaya Timur,1700000000,"Mulyosari, Surabaya",4,4,85,128,1,4400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Hitung Tanah Jalan Bogangin Kebraon Surabaya Barat,850000000,"Kebraon, Surabaya",4,2,156,120,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
Dijual Rumah Baru Bukit Palma Citraland Surabaya,2250000000,"Citraland, Surabaya",5,5,120,170,2,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
"Rumah Minimalis 1 Lantai Nyaman Banget di Area Bukit Dieng, Sukun Malang",725000000,"Sukun, Malang",2,1,72,40,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Design Minimalis Modern Dekat Tidar, Dieng Malang",900000000,"Malang Kota, Malang",2,1,77,42,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Megah Sangat Terawat di Araya, Blimbing Malang Kota",4000000000,"Araya, Malang",3,2,240,171,1,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah 0 Jalan Raya Blimbing Malang Cocok Digunakan Untuk Usaha,4500000000,"Blimbing, Malang",5,1,226,135,1,2200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Dijual Di Perumahan Suhat Kota Malang,1400000000,"Lowokwaru, Malang",2,1,90,60,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
"Rumah Terawat Semi Furnish di Area Jalan Gunung - gunung, Klojen Malang",2250000000,"Klojen, Malang",3,1,165,155,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Ready Stock Full Furnish 10 Menit Ke Simpang Lima Gumul,1500000000,"Kediri, Kediri",4,3,117,125,2,2200,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kediri,SHM
Dijual Rumah Modern di Kaliwates Jember dekat Pusat Kota,550000000,"Kaliwates, Jember",2,2,98,90,1,1300,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jember,SHM
Dijual Cepat Rumah Nyaman Dan Tenang Di Kutisari Surabaya,1800000000,"Kutisari, Surabaya",3,2,240,70,1,4400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Di Tidar Malang Dekat Universitas Machung, Elpico Mall",650000000,"Malang Kota, Malang",2,1,87,45,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Terbaik Harga Terjangkau Di Malang Kota,480000000,"Malang Kota, Malang",2,1,75,50,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Kos Full Penghuni Plus Tempat Usaha Jl Candi Mendut Suhat,4500000000,"Soekarno Hatta, Malang",25,15,377,500,2,2200,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah siap huni luas 169m2 jl kertanegara singosari,1100000000,"Singosari, Malang",4,2,169,150,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Mewah 2 lantai Strategis dekat kampus UMM dan akses ke Batu,925000000,"Karangploso, Malang",3,2,72,90,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah minimalis 2 lantai ready stock siap huni area Dau Malang,630000000,"Dau, Malang",2,2,60,42,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah 2 lantai american classic siap huni area sulfat blimbing,1390000000,"Sulfat, Malang",3,3,94,140,2,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Vila 2 Lantai strategis dekat wisata kuliner dan kampus,618000000,"Karangploso, Malang",3,2,42,65,1,1300,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah bagus luas 291m2 area sulfat blimbing,2750000000,"Sulfat, Malang",3,3,291,291,1,1300,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Malang,SHM
Rumah Dikebraon Manis Samping Grand Harvest,1200000000,"Kebraon, Surabaya",3,2,100,57,1,2200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,SHM
"Rumah Mewah + Rooftop Pinggir Jalan Biliton, Gubeng, Surabaya",60000000000,"Gubeng, Surabaya",6,7,830,1900,10,13200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Surabaya,HGB
